file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,173,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,17
style.css,174,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,175,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,176,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,18
style.css,177,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,20
style.css,178,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,18
style.css,179,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,14
style.css,180,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,181,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,182,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,18
style.css,183,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,19
style.css,184,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,15
style.css,185,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,186,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,187,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,25
style.css,188,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,12
style.css,189,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,24
style.css,190,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,15
style.css,191,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,19
style.css,192,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,193,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,194,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,13
style.css,195,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,17
style.css,196,css,2997ef56,KanishkHari,2025-10-16,14:55:35,-07:00,2025-10-16T14:55:35-07:00,1,15
style.css,197,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,198,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,199,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,15
style.css,200,css,2997ef56,KanishkHari,2025-10-16,14:55:35,-07:00,2025-10-16T14:55:35-07:00,1,14
style.css,201,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,20
style.css,202,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,203,css,ad40fed9,KanishkHari,2025-10-16,12:10:50,-07:00,2025-10-16T12:10:50-07:00,0,0
style.css,204,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,4
style.css,205,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,17
style.css,206,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,207,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,208,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,2
style.css,209,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,11
style.css,210,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,38
style.css,211,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,14
style.css,212,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,213,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,214,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,10
style.css,215,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,12
style.css,216,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,29
style.css,217,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,20
style.css,218,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,219,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,220,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,13
style.css,221,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,8
style.css,222,css,9e9ab46f,KanishkHari,2025-10-15,19:57:31,-07:00,2025-10-15T19:57:31-07:00,0,0
style.css,223,css,9e9ab46f,KanishkHari,2025-10-15,19:57:31,-07:00,2025-10-15T19:57:31-07:00,0,0
style.css,224,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,6
style.css,225,css,2997ef56,KanishkHari,2025-10-16,14:55:35,-07:00,2025-10-16T14:55:35-07:00,1,17
style.css,226,css,2997ef56,KanishkHari,2025-10-16,14:55:35,-07:00,2025-10-16T14:55:35-07:00,1,10
style.css,227,css,9e9ab46f,KanishkHari,2025-10-15,19:57:31,-07:00,2025-10-15T19:57:31-07:00,0,0
style.css,228,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
style.css,229,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,9
style.css,230,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,12
style.css,231,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,29
style.css,232,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,1,20
style.css,233,css,2997ef56,KanishkHari,2025-10-16,14:55:35,-07:00,2025-10-16T14:55:35-07:00,1,14
style.css,234,css,04377492,KanishkHari,2025-10-16,12:24:14,-07:00,2025-10-16T12:24:14-07:00,0,0
